LPDT,10,8,1.238209641768406,6000
LPDT,11,8,1.1747316221025157,6000
LPDT,12,8,1.1577165591713694,6000
LPDT,13,8,1.1784713012067067,6000
LPDT,14,8,1.0763072676620482,6000
LPDT,15,8,1.2689422812311097,6000
LPDT,16,8,1.12129812031439,6000
LPDT,17,8,1.1365219492339373,6000
LPDT,18,8,1.1532132046234198,6000
LPDT,19,8,1.1314104683078094,6000
LPDT,0,9,1.0787365930771493,6000
LPDT,1,9,1.113599756910483,6000
LPDT,2,9,1.0969352908076002,6000
LPDT,3,9,1.136907172456655,6000
LPDT,4,9,1.0649757051500035,6000
LPDT,5,9,1.1081467158466753,6000
LPDT,6,9,1.054954007961942,6000
LPDT,7,9,1.0929064976465475,6000
LPDT,8,9,1.168123448248105,6000
LPDT,9,9,1.160138089762068,6000
LPDT,10,9,1.1497369348085968,6000
LPDT,11,9,1.1797120112738861,6000
LPDT,12,9,1.1203846195322713,6000
LPDT,13,9,1.1125191340113239,6000
LPDT,14,9,1.0499591220157667,6000
LPDT,15,9,1.1041183130668457,6000
LPDT,16,9,1.115276674636536,6000
LPDT,17,9,1.088516475190584,6000
LPDT,18,9,1.0940403875451539,6000
LPDT,19,9,1.1025374295898176,6000
LPDT,0,10,1.0485516159305766,6000
LPDT,1,10,1.0882943906687566,6000
LPDT,2,10,1.105235904521072,6000
LPDT,3,10,1.0979761998504864,6000
LPDT,4,10,1.0469740958249398,6000
LPDT,5,10,1.0983004513099672,6000
LPDT,6,10,1.0291675599571135,6000
LPDT,7,10,1.0625312672650675,6000
LPDT,8,10,1.1235106677569433,6000
LPDT,9,10,1.1457405356039114,6000
LPDT,10,10,1.1168894037130195,6000
LPDT,11,10,1.151723542272348,6000
LPDT,12,10,1.131840329311406,6000
LPDT,13,10,1.1002444938680114,6000
LPDT,14,10,1.0370091647132758,6000
LPDT,15,10,1.0901896811231895,6000
LPDT,16,10,1.059438383531071,6000
LPDT,17,10,1.098521266646441,6000
LPDT,18,10,1.052796501366481,6000
LPDT,19,10,1.0940721243352787,6000
